,Result_X,Result_Y,Yaw,Vel,index
0,0.0,0.0,0.0,0.0,0.0
1,1.1459600539372144e-06,1.9492117931516957e-07,-1.796392929075851e-06,0.0007880934402719312,0.0
2,6.060034305550225e-06,1.0935841769223333e-06,4.000674911131515e-06,0.0018968838219431032,0.0
3,1.298978110224406e-05,1.6582754609125884e-06,8.595885069573737e-06,0.0027757979498923358,0.0
4,2.4806523148995925e-05,2.2406730365069857e-06,-1.375402250091952e-06,0.0037699264649856965,0.0
5,3.7234524665055884e-05,2.6335843891528476e-06,-9.566265830096367e-06,0.004586548309996887,0.0
6,5.649159995427544e-05,3.4526204092667074e-06,-1.18251938057696e-05,0.005872727387852935,0.0
7,7.550655573575064e-05,3.984494852408568e-06,-1.364572049061749e-05,0.006909291350027134,0.0
8,0.00010250162244748226,4.9575545975804125e-06,-1.1961985748487102e-05,0.007878370627250787,0.0
9,0.00012661556730277204,5.575176949905433e-06,-1.0620502702340573e-05,0.008650465772785765,0.0
10,0.00016139686393470905,6.139378887723625e-06,-4.929580236568135e-06,0.009983434754088723,0.0
11,0.000192909534724385,6.502466158307827e-06,-3.647254276936142e-07,0.01105264803207273,0.0
12,0.0002356208009819484,7.0195092088334176e-06,-6.643138555335717e-06,0.011780437734530901,0.0
13,0.00027004531150369085,7.319988346926075e-06,-1.1431082192316263e-05,0.012335453150703942,0.0
14,0.0003177051592525398,8.336428447805972e-06,-1.3690150105050425e-05,0.013494782059521248,0.0
15,0.18068394583832806,0.011638263209307864,0.0014985289361772586,-0.16439517393372605,1.0
16,0.17750037654998796,0.011662057175600885,0.001486539515019167,-0.15824233431778967,0.0
17,0.17690964493538044,0.011661507454511407,0.0014882459152952478,-0.15762538493857914,0.0
18,0.176445345704916,0.011661020779583284,0.001489591825323676,-0.1571387708843322,0.0
19,0.17585800210943872,0.011661064099632001,0.0014873080382335707,-0.15601156401168678,0.0
20,0.17540202455532736,0.01166094658956906,0.001485523466556473,-0.15513075447043473,0.0
21,0.1748341340154595,0.011660821815852228,0.0014989261330439453,-0.15425550107456626,0.0
22,0.17437693863933762,0.011660607275879495,0.0015097724278814973,-0.15354719005317125,0.0
23,0.1738117025872125,0.01166028508332328,0.001515386621947636,-0.15275891016359494,0.0
24,0.17337260329377005,0.0116599432181723,0.0015197682107649063,-0.1521436983792574,0.0
25,0.17281399378614667,0.011659882138254044,0.0015214468210641104,-0.15131074695956326,0.0
26,0.1723654598299853,0.01165971283249123,0.0015228014756700438,-0.15063854717755173,0.0
27,0.17181317084890982,0.011659755729094655,0.0015244800252044103,-0.14942017152450837,0.0
28,0.1713707374302726,0.011659656988130271,0.0015258347185344784,-0.1484368669887156,0.0
29,0.3471113330040142,0.0247803716450608,0.003659585428113057,-0.20467067945427683,1.0
30,0.33462789539093934,0.024933276058037086,0.003620997287271241,-0.18823821578879282,0.0
31,0.3340867477932785,0.024931727188613598,0.003619242666857832,-0.1874910241500908,0.0
32,0.3333985542020354,0.024929841453888865,0.003624841105575444,-0.18647476593814036,0.0
33,0.33284774200653877,0.024928236255529843,0.0036293441581623665,-0.18565734801126216,0.0
34,0.3321566330530063,0.02492631773786217,0.003635018741797017,-0.18484209326938117,0.0
35,0.3316103913823055,0.02492470350816788,0.003639521775087153,-0.1841951525457984,0.0
36,0.5056355360192745,0.03812664509993347,0.005738526551649596,-0.24282648379453048,1.0
37,0.48949279956476294,0.03826791859918139,0.005769966638844951,-0.2241770756056519,0.0
38,0.4888414889432716,0.03826457728965433,0.005771293808371007,-0.22338983458836548,0.0
39,0.4880208082845449,0.03826067130917447,0.0057808125672496186,-0.22251310925506568,0.0
40,0.4873142515494906,0.03825720691871087,0.0057890381069919524,-0.221755495876669,0.0
41,0.4865441449992422,0.038253764784331436,0.005786918021287627,-0.22067290530374847,0.0
42,0.48589651872154505,0.038250742191300306,0.00578512692942547,-0.21975831059597353,0.0
43,0.4850737501905188,0.038246626385619396,0.005790832156996509,-0.21896830353589977,0.0
44,0.48443957332178617,0.038243339061267645,0.005795243923984019,-0.2183574029146475,0.0
45,0.48362912650479767,0.038239620935949896,0.005792977636203911,-0.21723475017783261,0.0
46,0.6547365044599283,0.05100506805244836,0.00841202298145368,-0.2812883178724987,1.0
47,0.6399803642640328,0.05108484861492398,0.008379229275839057,-0.2650432744664019,0.0
48,0.6389719245695179,0.0510769558531744,0.008376908253031773,-0.26428839887007943,0.0
49,0.6382062477979058,0.05107086466426297,0.008375141486984978,-0.2637137864324282,0.0
50,0.6372248961455378,0.05106367103379645,0.008376842386715206,-0.26236822881384086,0.0
51,0.6364628465947163,0.05105791143420025,0.008378169295069788,-0.2613185304607019,0.0
52,0.8052582086533435,0.06373888235695825,0.011666572718576518,-0.33071707267934086,1.0
53,0.7822864196142192,0.0638600049038708,0.011698860305724007,-0.314067403298986,0.0
54,0.7813732431801604,0.06384997890813547,0.011700187633801236,-0.31338294293518837,0.0
55,0.7802190731450579,0.06383765095066157,0.011697939928933674,-0.312054954305806,0.0
56,0.7792781469173753,0.06382743173566041,0.011696100316763524,-0.3109680749384618,0.0
57,0.7781565976912433,0.06381524963805432,0.011701592631254731,-0.3102301762591003,0.0
58,0.7772421211426155,0.06380517353586208,0.011706080868966883,-0.30962717643347853,0.0
59,0.7761080186823888,0.0637928025484481,0.011707754950994055,-0.3083532781519694,0.0
60,0.7751875266478703,0.06378262621182815,0.011709118860738924,-0.30731540649937367,0.0
61,0.7740396806432401,0.06376934760476481,0.011706840450589374,-0.30653038262589455,0.0
62,0.7731425250451089,0.06375894385551319,0.011705055572516587,-0.3059154047218221,0.0
63,0.7720158269643759,0.06374665564791986,0.011710669351615166,-0.3046946724699461,0.0
64,0.7711213357443131,0.063736751756219,0.011715142384104904,-0.3037219988167746,0.0
65,0.9353031626331803,0.07617178470285313,0.01577374544432991,-0.3864810590254559,1.0
66,0.9269539577355792,0.07606176723643338,0.015783655435115892,-0.38159933565739945,0.0
67,0.925806486493743,0.07604407057366537,0.01578502804435283,-0.38092317977270895,0.0
68,0.9244103320995294,0.07602282075129373,0.01578279210890748,-0.37987468810442476,0.0
69,0.9232985759319101,0.07600577635077117,0.015781007166027924,-0.37903767926256793,0.0
70,0.9218972879967787,0.07598413220788176,0.015778752766273215,-0.37844439621594844,0.0
71,0.9207816590159605,0.07596682718069572,0.01577695537674006,-0.37797138306201955,0.0
72,1.0817464574258722,0.08803014776583716,0.020871261119008576,-0.46785809585429766,1.0
73,1.0624818927473183,0.08767391664877569,0.021157286312776528,-0.4545265662621958,0.0
74,1.0610791523565608,0.08764448484029416,0.021178446456480874,-0.4535402997090597,0.0
75,1.0595069855889392,0.08761185973905938,0.021180028772688268,-0.45271907721280863,0.0
