,Result_X,Result_Cov,index
0,0.0,0.0,0.0
1,-0.000608956441283,0.1,0.0
2,-0.001217912882566,0.2,0.0
3,0.000303655629978,0.30000000000000004,0.0
4,0.001825224142522,0.4,0.0
5,-0.0009141883347179999,0.5,0.0
6,-0.003653600811958,0.6,0.0
7,-0.004262471105903,0.7,0.0
8,-0.004871341399848001,0.7999999999999999,0.0
9,-0.00441504525952,0.8999999999999999,0.0
10,-0.003958749119192,0.9999999999999999,0.0
11,-0.0024371414911000004,1.0999999999999999,0.0
12,-0.0009155338630080004,1.2,0.0
13,-0.0025897390441970004,1.3,0.0
14,-0.004263944225386,1.4000000000000001,0.0
15,-0.004872852237895,1.5000000000000002,0.0
16,0.2503826107089744,0.005692599620493178,1.0
17,0.24977370269646537,0.10569259962049318,0.0
18,0.25022995064085035,0.2056925996204932,0.0
19,0.25068619858523533,0.3056925996204932,0.0
20,0.25007716391285634,0.4056925996204932,0.0
21,0.24946812924047734,0.5056925996204932,0.0
22,0.25312010466171236,0.6056925996204932,0.0
23,0.2567720800829474,0.7056925996204931,0.0
24,0.25829354009641137,0.8056925996204931,0.0
25,0.25981500010987535,0.9056925996204931,0.0
26,0.26027111580645435,1.005692599620493,0.0
27,0.26072723150303334,1.1056925996204932,0.0
28,0.2611833602381283,1.2056925996204932,0.0
29,0.2616394889732233,1.3056925996204933,0.0
30,0.2506010428272392,0.00568938645411695,1.0
31,0.2499918200276992,0.10568938645411696,0.0
32,0.2493825972281592,0.20568938645411697,0.0
33,0.2509039159134222,0.305689386454117,0.0
34,0.2524252345986852,0.405689386454117,0.0
35,0.2539465467646902,0.505689386454117,0.0
36,0.2554678589306952,0.605689386454117,0.0
37,0.2512459342575776,0.005660879000016143,1.0
38,0.25170198476157657,0.10566087900001615,0.0
39,0.25215803526557556,0.20566087900001617,0.0
40,0.2547446610148206,0.30566087900001615,0.0
41,0.2573312867640656,0.40566087900001613,0.0
42,0.2567220593079136,0.5056608790000161,0.0
43,0.2561128318517616,0.6056608790000161,0.0
44,0.2576341910495566,0.7056608790000161,0.0
45,0.2591555502473516,0.805660879000016,0.0
46,0.2585463404863276,0.905660879000016,0.0
47,0.2511794377096567,0.005678457372142421,1.0
48,0.2505702279486327,0.10567845737214243,0.0
49,0.2499610242412057,0.20567845737214244,0.0
50,0.2493518205337787,0.30567845737214244,0.0
51,0.2498078186508827,0.4056784573721425,0.0
52,0.2502638167679867,0.5056784573721425,0.0
53,0.25063580504337296,0.0056504344734032794,1.0
54,0.25109191002974296,0.10565043447340329,0.0
55,0.25154801501611296,0.2056504344734033,0.0
56,0.25093888162354094,0.30565043447340334,0.0
57,0.25032974823096893,0.4056504344734033,0.0
58,0.25185120894292495,0.5056504344734033,0.0
59,0.253372669654881,0.6056504344734033,0.0
60,0.253828825631162,0.7056504344734033,0.0
61,0.254284981607443,0.8056504344734032,0.0
62,0.253675792801177,0.9056504344734032,0.0
63,0.25306660399491104,1.0056504344734032,0.0
64,0.25458795155117403,1.1056504344734033,0.0
65,0.256109299107437,1.2056504344734034,0.0
66,0.2511432944113716,0.00568733011563426,1.0
67,0.2515993416557416,0.10568733011563426,0.0
68,0.2520553889001116,0.20568733011563428,0.0
69,0.25144617797493457,0.3056873301156343,0.0
70,0.25083696704975755,0.4056873301156343,0.0
71,0.25022767277121055,0.5056873301156343,0.0
72,0.24961837849266355,0.6056873301156342,0.0
73,0.2497214030327331,0.005660878820389104,1.0
74,0.2565690286310441,0.1056608788203891,0.0
75,0.26341665422935506,0.2056608788203891,0.0
76,0.26387266049553204,0.3056608788203891,0.0
77,0.264328666761709,0.40566087882038915,0.0
78,0.262654104185482,0.5056608788203891,0.0
79,0.260979541609255,0.6056608788203891,0.0
80,0.2494808991261554,0.005660876509726074,1.0
81,0.2478063460959844,0.10566087650972608,0.0
